Property ID,Property name,Final URL,Image URL,Destination name,Description,Price,Sale price,Star rating,Category,Contextual keywords,Address,Tracking template,Custom parameter,Final mobile URL,Android app link,iOS app link,iOS app store ID
643762,CLUB WASA HOLIDAY VILLAGE,https://www.teztour.ee/tours/ed283a3e414a13dd7181c08db766c45b/cityId/3746/countryId/1104/adults/2/hotel/643762/hotelTypeId/269506/mealTypeId/15350/rAndBBetter/yes/noTicketsTo/no/noTicketsFrom/no/hotelInStop/no/recommendedFlag/no/onlineConfirmFlag/no/tourMaxPrice/1500000/categoryGreatThan/yes/tourType/1/before/26.09.2025/after/19.09.2025/minNights/7/maxNights/10/currencyId/18864.et.html,https://img.tezapi.eu/hotel/22666/havuz2_9943_middle.jpg,Incekum - Alanya,CLUB WASA HOLIDAY VILLAGE,571 EUR,,4,Hotel,,,,,,,,
846372,ADALIN RESORT HOTEL ADULT ONLY (12),https://www.teztour.ee/tours/b63819b37c3cbbcc699ae6f8a79f69b5/cityId/3746/countryId/1104/adults/2/hotel/846372/hotelTypeId/269506/mealTypeId/15350/rAndBBetter/yes/noTicketsTo/no/noTicketsFrom/no/hotelInStop/no/recommendedFlag/no/onlineConfirmFlag/no/tourMaxPrice/1500000/categoryGreatThan/yes/tourType/1/before/26.09.2025/after/19.09.2025/minNights/7/maxNights/10/currencyId/18864.et.html,https://img.tezapi.eu/hotel/23926/AdalinResort__12__5997_middle.jpg,Kemer,ADALIN RESORT HOTEL ADULT ONLY (12),539 EUR,,4,Hotel,,,,,,,,
4113402,OZKAYMAK SELECT RESORT,https://www.teztour.ee/tours/64ecbea7d9556cab3d5f208042c4b0ab/cityId/3746/countryId/1104/adults/2/hotel/4113402/hotelTypeId/269506/mealTypeId/15350/rAndBBetter/yes/noTicketsTo/no/noTicketsFrom/no/hotelInStop/no/recommendedFlag/no/onlineConfirmFlag/no/tourMaxPrice/1500000/categoryGreatThan/yes/tourType/1/before/26.09.2025/after/19.09.2025/minNights/7/maxNights/10/currencyId/18864.et.html,https://img.tezapi.eu/hotel/30000449/Select_Genel3_34_middle.jpg,Incekum - Alanya,OZKAYMAK SELECT RESORT,792 EUR,,5,Hotel,,,,,,,,
4118392,KLEOPATRA ADA HOTEL,https://www.teztour.ee/tours/eef4b85a4d1a8ce9fe81d66bf1320432/cityId/3746/countryId/1104/adults/2/hotel/4118392/hotelTypeId/269506/mealTypeId/15350/rAndBBetter/yes/noTicketsTo/no/noTicketsFrom/no/hotelInStop/no/recommendedFlag/no/onlineConfirmFlag/no/tourMaxPrice/1500000/categoryGreatThan/yes/tourType/1/before/01.10.2025/after/24.09.2025/minNights/9/maxNights/12/currencyId/18864.et.html,https://img.tezapi.eu/hotel/50001199/01__3__7723_middle.jpg,Incekum - Alanya,KLEOPATRA ADA HOTEL,642 EUR,,4,Hotel,,,,,,,,
4118520,SUNMELIA HOTEL RESORT & SPA,https://www.teztour.ee/tours/006f1eb8d71c9b5c7eda5f972dbfbd20/cityId/3746/countryId/1104/adults/2/hotel/4118520/hotelTypeId/269506/mealTypeId/15350/rAndBBetter/yes/noTicketsTo/no/noTicketsFrom/no/hotelInStop/no/recommendedFlag/no/onlineConfirmFlag/no/tourMaxPrice/1500000/categoryGreatThan/yes/tourType/1/before/26.09.2025/after/19.09.2025/minNights/7/maxNights/10/currencyId/18864.et.html,https://img.tezapi.eu/hotel/4869/DJI_0187_3870_middle.jpg,Side,SUNMELIA HOTEL RESORT & SPA,938 EUR,,5,Hotel,,,,,,,,
4118714,KIRMAN SIDEMARIN BEACH & SPA,https://www.teztour.ee/tours/20f086cdef74cee56dfc516e23625521/cityId/3746/countryId/1104/adults/2/hotel/4118714/hotelTypeId/269506/mealTypeId/15350/rAndBBetter/yes/noTicketsTo/no/noTicketsFrom/no/hotelInStop/no/recommendedFlag/no/onlineConfirmFlag/no/tourMaxPrice/1500000/categoryGreatThan/yes/tourType/1/before/26.09.2025/after/19.09.2025/minNights/7/maxNights/10/currencyId/18864.et.html,https://img.tezapi.eu/hotel/7022054/01_Genel___4__4290_middle.jpg,Side,KIRMAN SIDEMARIN BEACH & SPA,1365 EUR,,5,Hotel,,,,,,,,
9000850,KIRMAN SIDERA LUXURY & SPA,https://www.teztour.ee/tours/ab7a893010b1275a48b5eda15ca30095/cityId/3746/countryId/1104/adults/2/hotel/9000850/hotelTypeId/269506/mealTypeId/15350/rAndBBetter/yes/noTicketsTo/no/noTicketsFrom/no/hotelInStop/no/recommendedFlag/no/onlineConfirmFlag/no/tourMaxPrice/1500000/categoryGreatThan/yes/tourType/1/before/26.09.2025/after/19.09.2025/minNights/7/maxNights/10/currencyId/18864.et.html,https://img.tezapi.eu/hotel/3483/Sahil-Iskele__15__1252_middle.jpg,Incekum - Alanya,KIRMAN SIDERA LUXURY & SPA,1236 EUR,,5,Hotel,,,,,,,,
9000862,SAPHIR RESORT & SPA,https://www.teztour.ee/tours/0b9095cd9d147c5902dfaacd4f879ae1/cityId/3746/countryId/1104/adults/2/hotel/9000862/hotelTypeId/269506/mealTypeId/15350/rAndBBetter/yes/noTicketsTo/no/noTicketsFrom/no/hotelInStop/no/recommendedFlag/no/onlineConfirmFlag/no/tourMaxPrice/1500000/categoryGreatThan/yes/tourType/1/before/26.09.2025/after/19.09.2025/minNights/7/maxNights/10/currencyId/18864.et.html,https://img.tezapi.eu/hotel/1833/02_2430_middle.jpg,Incekum - Alanya,SAPHIR RESORT & SPA,1168 EUR,,5,Hotel,,,,,,,,
9003226,MAGIC SUN HOTEL,https://www.teztour.ee/tours/c4bbe0ec77496644323c35ec3310d05c/cityId/3746/countryId/1104/adults/2/hotel/9003226/hotelTypeId/269506/mealTypeId/15350/rAndBBetter/yes/noTicketsTo/no/noTicketsFrom/no/hotelInStop/no/recommendedFlag/no/onlineConfirmFlag/no/tourMaxPrice/1500000/categoryGreatThan/yes/tourType/1/before/26.09.2025/after/19.09.2025/minNights/7/maxNights/10/currencyId/18864.et.html,https://img.tezapi.eu/hotel/808/02_havuz__4__8528_middle.jpg,Kemer,MAGIC SUN HOTEL,647 EUR,,4,Hotel,,,,,,,,
343,PALOMA GRIDA,https://www.teztour.ee/tours/42878b4626a3e7b619255c08599af17f/cityId/3746/countryId/1104/adults/2/hotel/343/hotelTypeId/269506/mealTypeId/15350/rAndBBetter/yes/noTicketsTo/no/noTicketsFrom/no/hotelInStop/no/recommendedFlag/no/onlineConfirmFlag/no/tourMaxPrice/1500000/categoryGreatThan/yes/tourType/1/before/02.10.2025/after/25.09.2025/minNights/8/maxNights/11/currencyId/18864.et.html,https://img.tezapi.eu/hotel/1717/Pool_1542_middle.jpg,Belek,PALOMA GRIDA,1868 EUR,,5,Hotel,,,,,,,,
